Syllable/Combination,汉字
shu3|51,㛸㜐㡏㣽㫹㲓㵂㶖㷂㽰㾁䉀䘤䜹䝂䠼䢞䢤䩱侸俞兪咰嗽墅尌庶庻怷恕戍捒数數朮术束杼树樹沭涑漱潄潏澍濖竖竪絉腧荗蒁虪術裋謶豎贖輸述野鉥錰鏣隃鶐鷸
tu1A|55,㟮㻬䛢䞮凸唋堗宊嶀怢捸梌涋湥瑹痜禿秃突葖鋵鵚鼵
tu1B|35,㭸㻌㻠㻯䅷䔑䖘䠈䣄䣝䤅䩣䳜余兔凃啚図图圕圖圗土塗墿屠峹嵞庩廜徒悇捈揬摕斁杜梌檡涂潳瘏稌筡腞腯荼菟蒤趃跌跿途酴鈯鍎馟駼鵌鶟鷋鷵
tu2|214,吐土圡釷钍
tu3|51,㒔兎兔吐堍莵菟迌鋀鵵
tu5,汢
zu1A|55,姐怚柤砠租苴菹葅蒩趲鉏錊
zu1B|35,㞺㧻㩆㰵㲞㵀䃚䅸䙘䚝䯿䱣倅傶卆卒哫啐嘁崒崪族槭淬稡箤綷足踤踿蹴鉃鉐鎐鏃鑿镞顇
zu2|214,䔃䖕俎唨岨柤沮爼珇祖組组詛謯诅鎺阻靻駔
zu3|51,伹駔
zhu1A|55,㑳㦵㧣㶆䃴䇬䐗䡤䣷之侏兪劯咮搊朝朱株楮槠橥櫧櫫洙潴瀦猪珠硃秼絑茱藷藸蛛蝫蠩袾誅諸诛诸豬跦邾銖铢駯騶鮢鯺鴸鼄
zhu1B|35,䆝䌵䕽䘚䟉䠱䥮䮱劚噣孎敱斀斸曯朮术欘泏灟炢烛燭爥瘃磩窋竹竺笁笜筑築篴舳茁茿蓫薥蚰蠋蠾躅軸逐逫钃鱁鸀
zhu2|214,㔉㵭䘢䰞丶主嘱囑宔属屬拄斗斸枓柱渚濐煑煮瞩矚砫罜褚詝陼麈
zhu3|51,㑏㝉㤖㫂㹥㺛㾻㿾䇠䇡䍆䎷䐢䘄䝒䝬䪒䬡䭖䳠主予伫佇住助咮嗻坾墸壴宁尌嵀庶杼柠柱柷樦櫡殶泞注澍炷疰眝砫祝祩竚筑筯箸築篫簗紵紸纻羜翥芧苎苧莇著蛀註貯贮跓跙軴迬逗鉏鉒鋳鑄铸阻除霔飳馵駐驻麆
wa1A|55,䅅䖯䨟䯉䵷凹劸哇唲啘嗗坬娃娲媧屲徍挖搲攨汙洼溛漥畖穵窊窐窪蛙鞋鮭黳鼃
wa1B|35,哇姽娃譌
wa2|214,㧚㼘䠚佤咓搲瓦瓩砙邷
wa3|51,㒝䍪䎳䚴䠚嗢帓搲瓦聉腽膃袜襪譁靺韈韤
wa5,哇瓲
chua1A|55,㔍䊬䵵撮欻歘
chua3|51,䔴䫄
gua1A|55,㓡㧓㶽䀨䏦䒷䫚䯄䯏刮劀呱咶括捖擖栝歄焻煱瓜緺聒胍舌苽諣趏踻銛銽颪颳騧鴰鸹
gua2|214,㒷㱙䈑冎剐剮叧呱咼寡踻
gua3|51,卦啩坬惴挂掛絓罣罫袿褂詿诖
hua1A|55,㳸化华吪哗嘩埖婲椛砉硴竵糀花芲華蒊蒍蘤誮錵
hua1B|35,㕲㟆㠏㦊㩇㭉㮯䅿䔢䯏䱻䴳䶤侉划劃劐华哇哗嘩姡學找搳撶敌滑澮猾獪磆華蕐螖譁豁釪釫鋘鏵铧驊骅鷨
hua3|51,㓰㕦㕷㚌㼫䀨䇈䋀䛡划劃化华叱咶夻婳嫿嬅崋摦杹枠桦槬樺檴澅画畫畵稞粿繣罫腂舙華觟話諙諣譮话輠魤鮭黊
kua1A|55,㛻䓙䠸䦱䯞夸姱恗晇絓舿華誇跨
kua2|214,㡁侉咵垮夸楇胯袔跨銙錁顝
kua3|51,㐄䦚夸挎胯跨骻髁
rua1B|35,挼
shua1A|55,㕞刷唰涮選
shua2|214,耍
shua3|51,刷唆誜
zhua1A|55,抓挝摣撾檛簻膼髽
zhua2|214,爪
wai1A|55,㖞㗏䴜咼喎夭歪瀤竵
wai2|214,崴歪
wai3|51,䠿䶐外夞顡
chuai1A|55,揣搋
chuai1B|35,㪓腄膗
chuai2|214,㪜揣
chuai3|51,䦟䦤䦷䴝啐啜嘬揣欼膪踹
guai1A|55,㾩䂷䓙乖掴摑
guai2|214,拐枴柺箉罫
guai3|51,㧔㷇䂯䃶䊽叏噲夬怪恠
huai1B|35,㜳㠢䃶䈭佪圳壞徊怀懐懷槐櫰淮瀤耲蘹褢褱踝
huai3|51,咶喟坏坯壊壞蘾
huai5,划劃
kuai2|214,㧟䓒擓蒯
kuai3|51,㔞㕟㙕㟴㱮㹟䈛䭝䯤会侩傀儈凷哙噲圦块塊墤巜廥快旝會檜浍澮狤狯獪璯筷糩脍膾蒯蕢郐鄶駃鬠魁鱠鲙
shuai1A|55,㲤摔綏縗衰
shuai2|214,甩
shuai3|51,䢦卛帅帥率蟀
zhuai1A|55,拽
zhuai2|214,跩轉转
zhuai3|51,尵拽睉顡
wan1A|55,㘤䘎剜埦塆壪夗夘婠帵弯彎捥湾潫灣睕蜿豌貫鋺關
wan1B|35,㝴㹉䯈丸刓园完岏忨抏捖汍烷玩琓笂紈纨翫芄蚖貦頑顽骫
wan2|214,㜶㽜㿸䅋䑱䖤䗕䘼䛷䝹䩊䳃倇免唍埦夗娩婉宛惋惌挽捥晚晥晩晼朊梚椀涴琬畹皖盌睕碗箢綩綰绾脘莞莬菀萖蜿踠輓鋔鋺關魭
wan3|51,㸘䛃䥑䨲䯛万卍卐妧忨捥掔杤槾澫睕瞣絻綄翫脕腕莧萬蔓薍蟃贃贎輐鄤鋄錽鎫
cuan1A|55,䂎撺攛汆竄蹿躥鋑鑹镩
cuan1B|35,㠝㭫僔巑攒攢櫕欑灒穳菆襸蹲
cuan3|51,㸑殩熶爨窜窾竄篡簒鑹
chuan1A|55,剶巛川氚猭瑏穿釧
chuan1B|35,㯌㼷䁣传傳圌團掾暷椯椽歂甎篅舡舩船輲遄
chuan2|214,㱛僢喘惴歂膞舛荈踳踹
chuan3|51,串丳汌猭玔穿賗釧钏鶨
duan1A|55,㟨偳剬媏端篅耑褍鍴
duan2|214,短
duan3|51,㫁㱭䠪塅断斷椴段毈煅瑖碫簖籪緞缎腶葮踹躖鍛锻
guan1A|55,䗆䚪䤽倌关冠官棺淪琯瘝癏矜窤綸纶莞菅蒄覌観觀观閞関闗關鰥鱞鳏
guan2|214,䏓䗆䘾䦎䩪䪀䲘幹斡琯痯筦管舘莞輨錧館馆鳤
guan3|51,㮡㴦䌯䎚䗰䘾䙛䙮䝺丱串冠卝婠悹悺惯慣懽掼摜果棺樌櫬權毌泴涫淉潅灌爟琯瓘盥矔礶祼罆罐觀观貫贯躀遦鏆鑵雚鰥鱹鵍鸛鹳
huan1A|55,㹕䑏嚾孉巜懁懽欢欥歓歡犿獾讙豩貆貛酄驩鴅鵍鸛
huan1B|35,㡲㵹㶎㿪䁵䝠䥧䦡䭴䴉䴋䴟圜垸嬛寏寰峘桓汍洹澴狟环瑗環瓛睔瞏糫絙綄繯缳羦荁萈萑蒝豲貆轘还還郇鉮鍰鐶锾镮闤阛雈雚鬟鹮
huan2|214,㣪㬊䈠攌睆緩缓
huan3|51,㕕㪱㬇㬊㹖㼫䀓䄆䆠䍺䒛䠉䯘䴷唤喚喛嚾圂奂奐宦嵈幻患愌换換援擐梙槵浣涣渙漶澣灌烉焕煥瑍環痪瘓皖眩睆綄肒脘藧螌蠸讙豢轘逭鯇鯶鰀鲩
kuan1A|55,完宽寛寬臗鑧髋髖
kuan2|214,㯘㱁䕀䥗䲌梡棵欵款歀窽窾顆
luan1B|35,㝈㡩㱍䏈䖂䜌圝圞奱娈孌孪孿峦巒挛攣曫栾欒滦灓灤癴癵羉脔脟臠臡虊銮鑾鵉鸞鸾龻
luan2|214,卵孌覶
luan3|51,乱乿亂灓薍釠
nuan1B|35,奻渜濡
nuan2|214,㬉䙇暖暧渜湪煖煗臑餪
nuan3|51,餪
ruan1B|35,㧫䙇堧壖撋擩
ruan2|214,㓴㮕㼱㽭䆓䎡䓴䞂䪭偄媆朊檽濡燸瑌瓀碝礝緛耎腝蝡軟輭软阮需
ruan3|51,緛
suan1A|55,䝜狻痠酸
suan2|214,㔯匴篹
suan3|51,䔉撰祘笇筭算蒜選
shuan1A|55,拴栓閂闩
shuan3|51,䧠專栓槫汕涮腨踹
tuan1A|55,䝎䵊䵎湍煓猯褍貒
tuan1B|35,㩛䊜剬剸团団團塼嫥專慱抟揣摶敦槫檲漙磚篿糰蓴鏄鱄鶉鷒鷻
tuan2|214,䜝䵯墥畽疃痪
tuan3|51,彖湪税褖貒
zuan1A|55,䡽劗撮攢躜躦鑽钻
zuan2|214,㸇䂎䉵䌣䰖篹籑籫繤纂纉纘缵
zuan3|51,䤸揝攥欑賺赚鑚鑽钻
zhuan1A|55,㼷䏝专剸叀塼嫥専專恮摶湍漙瑼甎砖磗磚篿耑膞蟤諯鄟顓颛鱄
zhuan1B|35,
zhuan2|214,䡱孨竱膞転轉转
zhuan3|51,㛯䉵䏙䧘传傳僎僝剸啭囀堟巽摶撰沌灷瑑篆篹簨籑縳腞蒃襈譔賺赚轉转饌馔
wang1A|55,㑌㳹匡尢尣尩尪尫汪瀇
wang1B|35,亡亾仼兦妄彺忘朚王罔芒莣蚟
wang2|214,㓁㲿㳹㴏䋄䋞䒽䰣往徃徍忹惘抂方暀枉棢汪瀇皇網网罒罔菵蛧蝄誷輞辋迬魍龬
wang3|51,䤑妄往忘旺暀望朢王琞盳迋
chuang1A|55,䄝䆫刅创創囱戧摐牎牕疮瘡窓窗窻舂葱
chuang1B|35,㡖䃥䚒䭚噇幢床朣橦漴牀
chuang2|214,㼽䇬傸愴摤漺磢闖闯
chuang3|51,䎫倉凔创刱剏剙創怆愴
guang1A|55,侊僙光咣垙姯廣恍挄桄横洸潢灮炗炚炛烡珖硄胱茪趪輄銧黆
guang2|214,广広廣犷獷臩
guang3|51,㤮㫛俇光廣撗擴桄横櫎臦迋逛
guang5,欟
huang1A|55,㠵㡃㬻㼹䀮塃巟慌朚肓芒荒衁
huang1B|35,㞷㾮䄓䅣䅿䊗䊣䍿䐵䑟䞹䪄䮲䳨䵃偟凰喤堭墴媓崲徨惶揘楻横湟潢煌熿獚瑝璜癀皇磺穔篁篊簧艎荒葟蝗蟥諻趪遑鍠鐄锽隍韹餭騜鰉鱑鳇鷬黃黄
huang2|214,㤺㨪㬻䁜䐠兤奛宺幌怳恍愰慌晃晄櫎汻炾熀熿爌縨芒茫荒詤謊谎
huang3|51,㨪㿠䁜䌙愰晃曂榥横洸滉潢皝皩鎤
huang5,慌
kuang1A|55,㑌㚚䒰䖱䯑劻匡匩哐恇框洭硄筐筺誆诓軭邼
kuang1B|35,㾠呈忹抂枉框狂狅誑诳軖軠迋逛鵟
kuang2|214,儣壙夼懭爌
kuang3|51,䊯䵃丱兄况卝圹壙岲廣懬旷昿曠框況湟爌眖眶矌矿砿磺礦穬絋絖纊纩貺贶軦邝鄺鉱鋛鑛黋
shuang1A|55,㕠䉶䌮䝄䨥双孀孇欆泷漴瀧爽礵艭雙霜騻驦骦鷞鸘鹴
shuang2|214,㼽䔪䗮䫪傱塽慡樉漺爽縔鏯鷞
shuang3|51,㦼淙灀
zhuang1A|55,壯妆妝娤庄庒桩梉樁湷粧糚荘莊装裝
zhuang2|214,奘
zhuang3|51,䚒僮壮壯壵幢憧戆戇撞漴焋状狀獞艟贛
wei1A|55,㕒㙎㙗㛱㟪㣦㮃㹻䋿䫋䴧倭偎危喴委威媙崴嶶巍微愄揋揻椳楲渨溦烓煨燰猗畏癐縅萎葨葳薇蜲蝛覣詴踒逶隇隈魏鰃鰄鳂
wei1B|35,㣲䉠䑊䔺䙟䜅䝐䣀䥩䧦为于偽唯喡囗围圍圩堤媁寪峗峞嵬帏帷幃恑惟撝桅欈沩洈涠湋溈潍潙潿濰為爲犩琟癓硙磑維维蓶覹觿违違鄬醀鍏闈闱阢隹霺韋韦魏鮠
wei2|214,㖐㙔㛱㞇㞑㟪㠕㥨㧪㨊㬙㭏㱬䃬䇻䈧䍴䍷䔺䞔䠑䤥䦱䪘䬿䲊䵋亹伟伪偉偽僞儰厃唩唯壝委娓媁寪尾屗峗峞崣崴嵔嵬巋廆徫惟愇捤捼撱斖暐有梶椲沇洧浘濻瀢炜煒猥玮瑋瓗畏痏痿睢硊碨磈緯纬腲膸艉芛芟苇茟荱荽萎葦蒍蔿薳蜲蜼諉诿趡踓鍡隗韑韙韡韪頠颹骩骪骫鮪鰖鲔
wei3|51,㥜㦣㧡㷉䊊䑊䗽䘙䙿䜜䡺䪋䬑䬿䭳䮹䲁䵳为位卫叞味喂喡噲墛委媦尉慰懀未机渭濊為煟熨熭爲犚猚猥猬璏瓗畏眭瞶硙碨磑立緭罻胃苿荱菋萎蔚藯蘶蜹蜼蝟螱衛衞褽謂讆讏谓躗躛軎轊遗遺錗鏏霨餧餵饖魏鮇鳚
wei5,煀
cuei1A|55,㜠䄟䙑催凗墔崔嶉慛摧榱槯漼獕磪縗缞衰鏙隹
cuei2|214,㵏䊫䧽洒漼熣璀皠繀趡
cuei3|51,㓹㝮㯔㯜㱖㳃㷪䃀䆊䔴䘹伜体倅卒啐啛察崒忰悴椊毳淬濢焠琗疩瘁竁粋粹紣綷翆翠脃脆脺膬膵臎萃襊踤顇
cuei5,乼
chuei1A|55,䜅吹炊龡
chuei1B|35,㝽䅜䍋倕圌垂埀捶搥棰椎槌箠腄菙郵錘鎚锤陲顀鬌魋
chuei2|214,㷃䞼
chuei3|51,䕓吹惙
duei1A|55,㢂㢈䂙䏨䔻䜃䭔垖埻堆塠嵟搥敦槌痽碓磓追鎚鐓鐜頧鴭
duei2|214,㨃啍謉頧
duei3|51,㙂㟋㠚㬣㳔䇏䨴䨺䬈䬽䯟兊兌兑奪对対對怼憝憞懟敦杸濧瀢瀩碓祋綐膭薱襨譈譵鈗鋭錞鐓镦队陮隊
guei1A|55,㰪䃶䅅䐩䟸䲅亀佹傀哇圭妫媯嫢嬀巂帰廆归摫椝槣槻槼櫰櫷歸洼潙珪瑰璝瓌皈瞡硅窐胿膭茥蘬螝袿規规邽郌閨闺隗騩鬶鬹鮭鲑鳺鴂龜龟
guei2|214,㔳㧪㨳㩻㲹㸵䃽䍯䞨䣀䤥佹匦匭厬垝姽宄庋庪恑攱晷朹桅氿湀癸祈祪簋蛫蟡觤詭謉譌诡軌轨陒鬼
guei3|51,㙺㩻㪈䁛䈐䌆䐴䝿䞈䠩䤆䮹䯣䳏偽刽刿劊劌匮匱娃媯嶡庋撅撌攰攱昋柜桂桧椢概槶檜櫃溎炅炔猤癐瞶硊禬筀簂繪茥蓕襘規觖貴贵赽趹跪蹶鐀鞼鱖鱥鳜
huei1A|55,㞀㧑㫎㷇㹆㺔㾯䖶䜐䝅咴噅噕堕墮婎媈幑徽恢戲拻挥揮撝晖暉椲楎洃瀈灰灳烣煇煒珲琿皓眭睢睳禈翚翬蘳虺袆褘詼诙豗輝辉鑴隓隳鰴麾鼿
huei1B|35,佪囘回囬廻廽徊恛洄烠痐繢茴藱蚘蛔蛕蜖迴逥違韋鮰
huei2|214,㩓㷄㷐䁤䃣䏨䛼悔檓毀毁毇泋烜烠燬蘬虫虺蛕螝譭
huei3|51,㑰㑹㒑㜇㞧㣛㤬㥣㨤㨹㩨㬩㰥㱮㱱㻅䂕䅏䌇䕇䙡䛛䜋䢈䤧䧥䩈䫭䵻䶐会僡儶匯卉叀哕喙嘒噦嚖圚墮壞嬒孈寭屶屷廆彗彙彚徻恚恵惠慧憓晦暳會桧槥橞檅檜櫘殨毁汇沬泋洄浍涣湏溃滙潓澮濊烩燴獩璤璯瘣瞺硊秽穢篲絵繢繪绘缋翙翽芔荟蒐蔧蕙薈薉藱蚘蟪襘詯誨諱譓譮譿讳诲賄贿輠銊鏸鐬闠阓靧鞼韢頮顪颒餯
huei5,懳
kuei1A|55,㨒䯓亏刲岿巋悝盔窥窺聧蒍蘬虧闚顝
kuei1B|35,㙓㙺䕫䖯䞚䟸䠏䠑䤆䧶䫔䳫喹夔奎巙戣揆晆暌楏楑櫆歸犪睽葵藈蘷虁蝰踩躨逵鄈鍨鍷闋隗頄頯馗騤骙魁鮭
kuei2|214,㒑㚍䃬䠑䫥傀奎尯煃磈窺缺跬蹞逵頃頍魁
kuei3|51,㕟㚍䕚䙆䙌䙡䠿䯣䰎匮匱喟嘳媿嬇尯巋愦愧憒樻欳歸殨溃潰睽瞆瞶篑簣籄聩聭聵胿腃膭臾蒉蕢觖謉鐀鑎餽饋馈
ruei1B|35,㧫㮃䅑䬐婑撋桵甤綏緌苼蕤踒
ruei2|214,惢橤繠蕊蕋蘂蘃
ruei3|51,㓹㢻㨅㪫㲊䂱䄲䇤䌼䓲䜭兑内叡壡抐枘棁汭瑞睿笍芮蚋蜹鈉銳鋭鏸锐
suei1A|55,䧌䪎倠哸嗺夊娞尿挼撋毸浽滖濉熣眭睢綏縗芕荽荾莎葰蓑虽雖鞖
suei1B|35,㵦㻟䜔䢫瓍綏绥遀遂遺陏隋随隨
suei2|214,䭉䯝瀡膸靃髄髓
suei3|51,㒸㞸㥞㴚㻪㻽䅗䉌䍁䔹䠔䡵䥙䯿亗埣嬘岁嵗彗旞檖歲歳澻煫燧璲睟砕碎祟禭穂穗穟篲粹繀繐繸脺襚誶譢谇賥遂邃鏸鐆鐩隊隧韢
shuei1B|35,脽誰谁
shuei2|214,水氺
shuei3|51,㥨㽷䬽䭨䳠娷帨捝涗涚睡祱稅税裞説说
shuei5,氵閖
tuei1A|55,㞜啍忒推焞蓷藬讉追
tuei1B|35,㢂㢈㢑㾯㾽㿗䀃䅪䫋僓墤尵弚弟橔穨蘈謉蹪隤頹頺頽颓饋騩魋
tuei2|214,㞂㟎㱣㾼㿉俀僓聉脮腿蹆骽
tuei3|51,㞂㥆㳷㷟侻娧怢煺税脱蛻蜕褪退駾
zuei1A|55,㭰䓱䘒䮔厜嗺堆嫢朘樶纗羧脧蟕辠
zuei2|214,㭰咀嗺嘴噿嶉嶊嶵槯濢璻觜
zuei3|51,㝡㠑㰎䘹䯿摧撮晬最栬槜檇檌欈睟祽稡絊罪蕝蕞辠酔酨酻醉鋷錊雋
zuei5,穝
zhuei1A|55,㗓㚝㮅䧳䨨䳡䶆揣椎箠萑追錐锥隹騅骓鵻
zhuei2|214,沝
zhuei3|51,㩾㾽䄌䢡倕坠垂墜娷惴桘槌甀畷硾磓礈笍綴縋缀缒腏膇致諈贅赘轛醀醊錗錣鎚鑆隊隧餟
wen1A|55,㬈㮧㼔塭昷榅榲殟温溫瑥瘟緼蕰藴褞豱輼轀辒鎾鞰韞饂鰛鰮鳁
wen1B|35,䎹䎽䘇䰚匁彣文汶炆玟珳瘒紋纹聞芠蚉蚊螡蟁閺閿闅闦闻阌雯馼駇魰鳼鴍鴖鼤
wen2|214,㒚㖧㗃㝧㨉㳷䐇䦟刎吻呅呡忞忟愠抆昧桽歾殁煴眼稳穏穩笏紊肳脗限
wen3|51,㡈免問妏娩揾搵汶渂璺紊紋絻纹聞脕莬问顐鼤
wen5,呚
cuen1A|55,䞭墫村澊皴竴膥踆邨
cuen1B|35,侟存拵洊浚澊踆蹲
cuen2|214,刌寸忖蹲
cuen3|51,䍎吋寸籿
chuen1A|55,䞺䡅䲠堾媋旾春暙杶椿楯槆橁櫄瑃箺芚萅蝽踳輇輴鰆鶞
chuen1B|35,㝄㝇㵮㸪䐇䓐䔚䣨䣩䥎䫃唇沌浱淳湻滣漘犉純纯肫脣膞莼蒓蓴醇醕錞陙鯙鶉鹑
chuen2|214,㖺㿤䏛䐏䞐䦮䮞偆僢惷春朐睶萶蠢賰踳
duen1A|55,䃦䔻䪃俊吨噸墩墪惇撉撴敦橔燉犜獤礅蜳豚蹲蹾鐓鐜镦驐
duen2|214,盹趸躉
duen3|51,䤜伅囤坉庉忳憞敦楯沌潡炖燉盾砘碷腞腯豚踲逇遁遯鈍钝頓顿
guen2|214,㨰㫎㯻䃂䎾䜇丨卷惃棍混渾滚滾磙緄緷绲蓘蔉衮袞裷輥辊錕鮌鯀鰥鲧
guen3|51,㙥䜇䵪棍琯璭睔睴謴
huen1A|55,㖧㗃䎜䡣婚惛惽昏昬棔殙涽湣焄睧睯碈荤葷閽阍
huen1B|35,㑮㨡㮯䊐䐊䚠䮝䰟䴷䴹堚忶捆揮昆梡梱浑混渾湷溷煇珲琿緄緡繉轋顐餛餫馄魂鼲
huen2|214,惛
huen3|51,㥵䅙䅱䐊䚠䛰䧰䫟䵪俒倱圂婫慁掍昏棍涽混渾溷焝眃緄觨諢诨顐
kuen1A|55,㡓㱎䐊䖵䪲卵坤堃堒婫崐崑昆晜混潉焜熴猑琨瑻罤菎蜫裈裩褌豤貇醌錕锟頑餛騉髠髡髨鯤鰥鲲鵾鶤鹍
kuen2|214,㩲䠅壸壼悃捆梱硱祵稇稛綑裍閫閸阃齦
kuen3|51,㫻困昆涃睏
kuen5,尡
luen1A|55,抡掄
luen1B|35,㖮㷍䈁䑳仑伦侖倫囵圇婨崘崙惀抡掄棆沦淪碖磮綸纶耣腀菕蜦論论踚輪轮錀陯鯩
luen2|214,埨淪睔碖稐耣蜦
luen3|51,侖埨惀溣碖論论陯
nuen1B|35,黁
nuen3|51,媆
ruen1B|35,撋瞤
ruen3|51,㠈䏰䦞橍润潤膶閏閠闰
suen1A|55,喰孙孫搎槂狲猻荪蓀蕵薞飧飱餐
suen2|214,㔼㦏㨚䁚䐣扻损損栒榫笋筍箰簨跣鎨隼鶽
suen3|51,摌潠
shuen2|214,䐏吮楯盾輴
shuen3|51,㥧䀢䀵䑞䴄俊巛巡恂橓眴瞚瞤瞬舜蕣順顺鬊
tuen1A|55,㬿吞吴呑啍噋憞敦旽暾朜汭涒焞蜳黗
tuen1B|35,㩔㹠㼊吨囤坉屯庉忳敦沌炖燉窀純肫膯臀臋芚豘豚軘逐霕飩饨魨鲀
tuen2|214,㖔䀫吨氽畽錪
tuen3|51,㧷褪
zuen1A|55,僎墫壿奠尊嶟樽繜罇跧踆蹲遵鐏鱒鳟鶎鷷
zuen1B|35,蹲
zuen2|214,䔿僔噂撙譐
zuen3|51,拵捘捽栫瀳袸銌鱒
zhuen1A|55,㡒䐃啍圫宒屯忳淳盹窀純肫胗衠訰諄谆踆迍
zhuen2|214,准凖埻敦淳準稕純綧
zhuen3|51,旽甽稕綧訰飩
weng1A|55,㮬㺋䈵䩺䱵嗡滃翁螉鎓鶲鹟
weng2|214,㘢㜲㹙䐥勜嗡塕奣嵡攚暡滃瞈翁聬蓊
weng3|51,㙂壅瓮甕罋蕹齆
wo1A|55,㹻倭咼唩喔堝挝捼撾涡涹渦濄猧窝窩莴萵薶蜗蝸踒
wo2|214,㦱㧴䂺䰀倭咼婐婑我捰
wo3|51,㠛㱧䀑䁊䇶䠎䩊䮸仴偓卧嗌噁嚄夭媉媪幄捾握擭斡杌枂楃沃涴渥濣焥瓁瘟瞃矆硪肟腛臒臥艧蒦踠雘馧齷龌龏
cuo1A|55,差搓撮最營玼瑳磋襊蹉遳醝髊
cuo1B|35,㟇㭫㽨㿷䐤䑘䠡䣜䰈䴾嵯嵳澨痤瘥睉矬蒫蔖虘躦酂酇鹺鹾齹
cuo2|214,䂳搓脞醝
cuo3|51,㟇䟶䱜剉剒厝夎挫措摧斮昔棤縒莝莡蓌諎逪銼錯锉错
chuo1A|55,㪬戳跿踔逴
chuo3|51,㚟㪕㲋䄌䋘䍳䓎促吷啜嚽娕娖婥婼孎惙拺擉斫歠涰淖焯磭箹簇綴綽繛绰腏荃蔟趠趵踔踱躇輟辍辵辶逴酫醛鋜錣鏃鑡齪齱龊
duo1A|55,㙍剟咄哆嚉多夛崜掇敠敪毲畓茤裰跢鄲
duo1B|35,㡯㣞㤞䐾仛兑凙剫喥夺奪度掇敓敚沰澤痥襗跿踱鈬鐸铎鮵
duo2|214,㖼㙐㛆㛊㥩㪜㻔䒳䙤䠤䤪䫂䯬亸哚嚲垛垜埵奲崜挅挆捶揣朵朶杂棰椯橢硾綞缍袳趓躱躲軃鍺鬌
duo3|51,㛆㨊㻧䅜䑨䙃䝐䠤䤻䩔䲊刴剁哆垛垜堕墮墯媠尮嶞惰憜挅杕杝柁柂柮桗沱舵詑誃貀跢跥跺酡錞陀陊陏隋隓飿饳馱驮鵽點
guo1A|55,㗥㗻㳡㿆呙咶咼啯嘓埚堝墎崞彉彍楇活涡渦濄瘑矌聒蜮蝈蟈过過郭鈛鍋鐹锅
guo1B|35,㕵㖪㶁䂸䆐䐸䤋䬎唬囗囯囶囻国圀國埻帼幗慖掴摑漍簂聝腘膕蔮虢郭馘
guo2|214,䙨䴹划惈果椁槨櫎淉猓粿綶菓蜾蝸蠃裹褁輠錁鍋鐹餜馃
guo3|51,㳀划腂过過
guo5,過
huo1A|55,㺢䦝剨劐吙呵嚄搉攉火耠豁鍃锪騞
huo1B|35,䄆䄑䣶佸和姡活秮秳萿越趏
huo2|214,㶡伙夥扮漷火灬邩鈥钬
huo3|51,㓉㖪㗲㘞㦎㦜㦯㨯㩇㯉㶁㸌㺢䁨䂄䄀䉟䐸䨥䬉䰥䱛俰剨劐化和咟嚄嚯嚿壑奯惑或捇掝擭攉旤曤楇檴沎湱漷濊濩瀖焃獲瓠癨眓矆矐砉礊祸禍穫篧耯膕臛艧获蒦藿蠖諕謋豁豰貨货過鑊镬閄隻霍靃
huo5,伙和
kuo3|51,㗥㾧䟯䦢䩹䯺噋噲廓懖扩拡括挄擴會栝桰漷濶燭秳筈萿葀蛞适鄺闊阔霩鞟鞹韕頢髺鬠
luo1A|55,㸹啰囉捋罗羅落頱
luo1B|35,㑩㼈㽋䊨䗍䯁儸啰囉攎攞椤欏猡玀箩籮罖罗羅脶腡萝蘿蝸螺蠃蠡覙覶覼逻邏鏍鑼锣镙饠騾驘骡鸁
luo2|214,㒩㔏㦬㩡㰁㾧䴹倮儽剆捰攞攭曪果欏欙猓瘰癳砢臝蓏蜾蠃蠡裸躶鎯
luo3|51,㓢㞅㪾㱻㴖㿚䀩䃕䇔䈷䉓䌱䌴䎊䮑咯峈挼捰摞格樂橐櫟泺洛洜漯濼烙爍犖珞皪硌硦碌礫笿絡纙络茖荦落蛒袼詻跞路躒邏酪鉻雒駱骆鮥鱳鴼鵅
luo5,啰囉羅
nuo1B|35,㑚㔮㰙傩儺哪娜挪掉梛橠那郍難
nuo2|214,㛂㡅媠橠袲袳
nuo3|51,㐡㖠䇔䎠䚥呐喏堧愞懦懧掿搙搦搻榒毭濡稬穤糑糥糯耎諾诺蹃逽那鍩锘需
ruo1B|35,挼捼撋
ruo3|51,䐞䚥偌叒婼嵶弱惹楉渃溺焫爇箬篛芮若蒻鄀鰙鰯鶸
suo1A|55,㛖㛗䓾䔋䯯些傞唆嗍嗦娑戲抄挱挲摍桫梭沙犧獻睃簑簔縮缩羧莎莏蓑衰趖逡髿魦鮻
suo2|214,㪽㮦䂹䅴䈗䖛䞆䞽䣔䲃䵀乺唢嗩娑嫅惢所暛洓溑溹琐琑瑣璅索縒葰褨鎈鎍鎖鎻鏁锁霍靃
suo3|51,䐝䵀些娑歲溹蜶逤
suo5,嗦
shuo1A|55,哾說説说
shuo1B|35,杓
shuo3|51,㮶䀥䁻䈾䌃䔠勺嗍嗽妁揱搠数數朔槊欶汋洬溯濯烁燿爍獡療矟硕碩箾萷蒴藥銏鎙鑠铄
tuo1A|55,䜏䴱乇仛佗侂侻咃嘽圫托扡拕拖挩捝杔棁汑沰涶税脫脱舄莌袥託説讬隋飥饦馲驝魠
