CH	UCODE	CRZJ_1	INIT	FINL	TONE	DESC	DESC_CRZJ_1
戧	U+6227	ceong3A|33	c	eong	3A|33		
戨	U+6228	go1A|55	g	o	1A|55		
戩	U+6229	zin2A|35	z	in	2A|35		
截	U+622A	zit4B|2	z	it	4B|2		
截	U+622A	zit	z	it			
戫	U+622B	juk4Aa|5	j	uk	4Aa|5		
戬	U+622C	zin2A|35	z	in	2A|35		
戭	U+622D	jen2B|13	j	en	2B|13		
戭	U+622D	jin2A|35	j	in	2A|35		
戮	U+622E	luk4B|2	l	uk	4B|2		
戯	U+622F	heai3A|33	h	eai	3A|33		
戯	U+622F	fu1A|55	f	u	1A|55		
戰	U+6230	zin3A|33	z	in	3A|33		
戱	U+6231	heai3A|33	h	eai	3A|33		
戱	U+6231	fu1A|55	f	u	1A|55		
戲	U+6232	heai3A|33	h	eai	3A|33		
戲	U+6232	heai1A|55	h	eai	1A|55		
戲	U+6232	fu1A|55	f	u	1A|55		
戳	U+6233	ceok4Ab|3	c	eok	4Ab|3		
戳	U+6233	cok4Ab|3	c	ok	4Ab|3		
戴	U+6234	dai3A|33	d	ai	3A|33		
戵	U+6235	koei1B|21	k	oei	1B|21		
戶	U+6236	wu3B|22	w	u	3B|22		
户	U+6237	wu3B|22	w	u	3B|22		
戸	U+6238	wu3B|22	w	u	3B|22		
戹	U+6239	ek4Aa|5		ek	4Aa|5		
戹	U+6239	ak4Aa|5		ak	4Aa|5		
戹	U+6239	ngak4Aa|5	ng	ak	4Aa|5		
戹	U+6239	ngek4Aa|5	ng	ek	4Aa|5		
戺	U+623A	si3B|22	s	i	3B|22		
戻	U+623B	dei3B|22	d	ei	3B|22		
戼	U+623C	mau2B|13	m	au	2B|13		
戽	U+623D	fu3A|33	f	u	3A|33		
戾	U+623E	loei3B|22	l	oei	3B|22		
戾	U+623E	lit4B|2	l	it	4B|2		
戾	U+623E	lei2A|35	l	ei	2A|35		
房	U+623F	fong1B|21	f	ong	1B|21		
房	U+623F	fong2A|35	f	ong	2A|35		
房	U+623F	pong1B|21	p	ong	1B|21		
所	U+6240	so2A|35	s	o	2A|35		
扁	U+6241	bin2A|35	b	in	2A|35		
扁	U+6241	pin1A|55	p	in	1A|55		
扂	U+6242	dim3A|33	d	im	3A|33		
扃	U+6243	gwing1A|55	gw	ing	1A|55		
扃	U+6243	gwing2A|35	gw	ing	2A|35		
扄	U+6244	seong2A|35	s	eong	2A|35		
扅	U+6245	ji1B|21	j	i	1B|21		
扆	U+6246	ji2A|35	j	i	2A|35		
扇	U+6247	sin3A|33	s	in	3A|33		
扇	U+6247	sin2A|35	s	in	2A|35		
扈	U+6248	wu3B|22	w	u	3B|22		
扉	U+6249	feai1A|55	f	eai	1A|55		
扊	U+624A	jim2B|13	j	im	2B|13		
手	U+624B	seu2A|35	s	eu	2A|35		
扌	U+624C	seu2A|35	s	eu	2A|35		
扌	U+624C					剔手邊	tik4Aa|5 seu2A|35 bin1A|55
才	U+624D	coi1B|21	c	oi	1B|21		
才	U+624D	coi2A|35	c	oi	2A|35		
扎	U+624E	zat4Ab|3	z	at	4Ab|3		
扎	U+624E	zat	z	at			
扏	U+624F	keu1B|21	k	eu	1B|21		
扐	U+6250	lek4B|2	l	ek	4B|2		
扐	U+6250	lik4Aa|5	l	ik	4Aa|5		
扑	U+6251	pok4Ab|3	p	ok	4Ab|3		
扑	U+6251	puk4Aa|5	p	uk	4Aa|5		
扑	U+6251	bik4Aa|5	b	ik	4Aa|5		
扒	U+6252	pa1B|21	p	a	1B|21		
扒	U+6252	pa2A|35	p	a	2A|35		
扒	U+6252	pa1A|55	p	a	1A|55		
打	U+6253	da2A|35	d	a	2A|35		
打	U+6253	da1A|55	d	a	1A|55		
扔	U+6254	jing1B|21	j	ing	1B|21		
扔	U+6254	wing1A|55	w	ing	1A|55		
払	U+6255	fan2A|35	f	an	2A|35		
扖	U+6256	jep4B|2	j	ep	4B|2		
扗	U+6257	zoi3B|22	z	oi	3B|22		
托	U+6258	tok4Ab|3	t	ok	4Ab|3		
托	U+6258	tok	t	ok			
扙	U+6259	zeong3B|22	z	eong	3B|22		
扚	U+625A	tiu2A|35	t	iu	2A|35		
扛	U+625B	gong1A|55	g	ong	1A|55		
扛	U+625B	kong1A|55	k	ong	1A|55		
扜	U+625C	jyu1A|55	j	yu	1A|55		
扝	U+625D	fu1A|55	f	u	1A|55		
扞	U+625E	gon2A|35	g	on	2A|35		
扞	U+625E	hon3B|22	h	on	3B|22		
扞	U+625E	hon2A|35	h	on	2A|35		
扞	U+625E	hon2B|13	h	on	2B|13		
扟	U+625F	sen1A|55	s	en	1A|55		
扠	U+6260	ca1A|55	c	a	1A|55		
扡	U+6261	ci2A|35	c	i	2A|35		
扡	U+6261	to1A|55	t	o	1A|55		
扢	U+6262	gwet4Aa|5	gw	et	4Aa|5		
扢	U+6262	nget4B|2	ng	et	4B|2		
扢	U+6262	et4B|2		et	4B|2		
扣	U+6263	keu3A|33	k	eu	3A|33		
扣	U+6263	keu2A|35	k	eu	2A|35		
扤	U+6264	ngat4B|2	ng	at	4B|2		
扤	U+6264	at4B|2		at	4B|2		
扤	U+6264	nget4B|2	ng	et	4B|2		
扤	U+6264	et4B|2		et	4B|2		
扤	U+6264	wet4B|2	w	et	4B|2		
扤	U+6264	nget4Aa|5	ng	et	4Aa|5		
扤	U+6264	et4Aa|5		et	4Aa|5		
扥	U+6265	den3A|33	d	en	3A|33		
扦	U+6266	cin1A|55	c	in	1A|55		
执	U+6267	zep4Aa|5	z	ep	4Aa|5		
扨	U+6268	jen3B|22	j	en	3B|22		
扩	U+6269	kwok4Ab|3	kw	ok	4Ab|3		
扩	U+6269	kok4Ab|3	k	ok	4Ab|3		
扩	U+6269	kong3A|33	k	ong	3A|33		
扩	U+6269	kwong3A|33	kw	ong	3A|33		
扪	U+626A	mun1B|21	m	un	1B|21		
扫	U+626B	sou3A|33	s	ou	3A|33		
扫	U+626B	sou2A|35	s	ou	2A|35		
扬	U+626C	jeong1B|21	j	eong	1B|21		
扬	U+626C	jeong2A|35	j	eong	2A|35		
扭	U+626D	neu2A|35	n	eu	2A|35		
扭	U+626D	leu2A|35	l	eu	2A|35		
扮	U+626E	ban3B|22	b	an	3B|22		
扮	U+626E	ban3A|33	b	an	3A|33		
扯	U+626F	cea2A|35	c	ea	2A|35		
扰	U+6270	jiu2A|35	j	iu	2A|35		
扰	U+6270	jiu2B|13	j	iu	2B|13		
扱	U+6271	kep4Aa|5	k	ep	4Aa|5		
扱	U+6271	cap4Ab|3	c	ap	4Ab|3		
扲	U+6272	ngem1B|21	ng	em	1B|21		
扲	U+6272	em1B|21		em	1B|21		
扲	U+6272	kem1B|21	k	em	1B|21		
扳	U+6273	pan1A|55	p	an	1A|55		
扳	U+6273	ban2A|35	b	an	2A|35		
扴	U+6274	git4Ab|3	g	it	4Ab|3		
扵	U+6275	jyu1A|55	j	yu	1A|55		
扵	U+6275	wu1A|55	w	u	1A|55		
扶	U+6276	fu1B|21	f	u	1B|21		
扷	U+6277	ou3A|33		ou	3A|33		
扷	U+6277	ngou3A|33	ng	ou	3A|33		
扸	U+6278	sik4Aa|5	s	ik	4Aa|5		
批	U+6279	pei1A|55	p	ei	1A|55		
批	U+6279	peai1B|21	p	eai	1B|21		
扺	U+627A	zi2A|35	z	i	2A|35		
扻	U+627B	hem2A|35	h	em	2A|35		
扻	U+627B	hem3B|22	h	em	3B|22		
扻	U+627B	zit4Ab|3	z	it	4Ab|3		
扼	U+627C	ek4Aa|5		ek	4Aa|5		
扼	U+627C	ak4Aa|5		ak	4Aa|5		
扼	U+627C	ngak4Aa|5	ng	ak	4Aa|5		
扼	U+627C	ngek4Aa|5	ng	ek	4Aa|5		
扽	U+627D	den3A|33	d	en	3A|33		
扽	U+627D	den3B|22	d	en	3B|22		
找	U+627E	zau2A|35	z	au	2A|35		
承	U+627F	sing1B|21	s	ing	1B|21		
技	U+6280	geai3B|22	g	eai	3B|22		
抁	U+6281	jin2B|13	j	in	2B|13		
抂	U+6282	kwong1B|21	kw	ong	1B|21		
抂	U+6282	kong1B|21	k	ong	1B|21		
抃	U+6283	bin3B|22	b	in	3B|22		
抄	U+6284	cau1A|55	c	au	1A|55		
抅	U+6285	koei1A|55	k	oei	1A|55		
抆	U+6286	men2B|13	m	en	2B|13		
抆	U+6286	men2A|35	m	en	2A|35		
抇	U+6287	wet4B|2	w	et	4B|2		
抈	U+6288	jyut4B|2	j	yut	4B|2		
抉	U+6289	kyut4Ab|3	k	yut	4Ab|3		
把	U+628A	ba2A|35	b	a	2A|35		
把	U+628A	ba3A|33	b	a	3A|33		
把	U+628A	pa1B|21	p	a	1B|21		
抋	U+628B	cem3A|33	c	em	3A|33		
抌	U+628C	dem2A|35	d	em	2A|35		
抍	U+628D	sing1A|55	s	ing	1A|55		
抎	U+628E	wen2B|13	w	en	2B|13		
抏	U+628F	jyun1B|21	j	yun	1B|21		
抏	U+628F	wan1B|21	w	an	1B|21		
抏	U+628F	wun3B|22	w	un	3B|22		
抐	U+6290	noet4B|2	n	oet	4B|2		
抐	U+6290	loet4B|2	l	oet	4B|2		
抑	U+6291	jik4Aa|5	j	ik	4Aa|5		
抒	U+6292	syu1A|55	s	yu	1A|55		
抓	U+6293	zau2A|35	z	au	2A|35		
抓	U+6293	za1A|55	z	a	1A|55		
抓	U+6293	au1A|55		au	1A|55		
抓	U+6293	ngau1A|55	ng	au	1A|55		
抓	U+6293	wa2A|35	w	a	2A|35		
抔	U+6294	peu1B|21	p	eu	1B|21		
投	U+6295	teu1B|21	t	eu	1B|21		
抖	U+6296	deu2A|35	d	eu	2A|35		
抗	U+6297	kong3A|33	k	ong	3A|33		
折	U+6298	zit4Ab|3	z	it	4Ab|3		
折	U+6298	zip4Ab|3	z	ip	4Ab|3		
折	U+6298	zip	z	ip			
抙	U+6299	peu1B|21	p	eu	1B|21		
抚	U+629A	fu2A|35	f	u	2A|35		
抛	U+629B	pau1A|55	p	au	1A|55		
抜	U+629C	bet4B|2	b	et	4B|2		
抝	U+629D	au2A|35		au	2A|35		
抝	U+629D	ngau2A|35	ng	au	2A|35		
抝	U+629D	au3A|33		au	3A|33		
抝	U+629D	ngau3A|33	ng	au	3A|33		
択	U+629E	zak4B|2	z	ak	4B|2		
抟	U+629F	tyun1B|21	t	yun	1B|21		
抟	U+629F	zyun1A|55	z	yun	1A|55		
抠	U+62A0	keu1A|55	k	eu	1A|55		
抡	U+62A1	loen1B|21	l	oen	1B|21		
抢	U+62A2	ceong2A|35	c	eong	2A|35		
抢	U+62A2	ceong1A|55	c	eong	1A|55		
抣	U+62A3	gwen1A|55	gw	en	1A|55		
护	U+62A4	wu3B|22	w	u	3B|22		
报	U+62A5	bou3A|33	b	ou	3A|33		
抦	U+62A6	bing2A|35	b	ing	2A|35		
抧	U+62A7	zi2A|35	z	i	2A|35		
抨	U+62A8	ping1A|55	p	ing	1A|55		
抨	U+62A8	ping1B|21	p	ing	1B|21		
抨	U+62A8	pang1A|55	p	ang	1A|55		
抩	U+62A9	nam1B|21	n	am	1B|21		
抩	U+62A9	lam1B|21	l	am	1B|21		
抪	U+62AA	bo3A|33	b	o	3A|33		
披	U+62AB	peai1A|55	p	eai	1A|55		
抬	U+62AC	toi1B|21	t	oi	1B|21		
抭	U+62AD	jiu2B|13	j	iu	2B|13		
抮	U+62AE	zen2A|35	z	en	2A|35		
抮	U+62AE	hin2A|35	h	in	2A|35		
抯	U+62AF	za1A|55	z	a	1A|55		
抰	U+62B0	jeong2A|35	j	eong	2A|35		
抱	U+62B1	pou2B|13	p	ou	2B|13		
抱	U+62B1	bou3B|22	b	ou	3B|22		
抲	U+62B2	ho1A|55	h	o	1A|55		
抳	U+62B3	neai2B|13	n	eai	2B|13		
抳	U+62B3	leai2B|13	l	eai	2B|13		
抴	U+62B4	jit4B|2	j	it	4B|2		
抴	U+62B4	jei3B|22	j	ei	3B|22		
抵	U+62B5	dei2A|35	d	ei	2A|35		
抶	U+62B6	cik4Aa|5	c	ik	4Aa|5		
抷	U+62B7	peai1A|55	p	eai	1A|55		
抸	U+62B8	hip4Ab|3	h	ip	4Ab|3		
抹	U+62B9	mut4Ab|3	m	ut	4Ab|3		
抹	U+62B9	mat4Ab|3	m	at	4Ab|3		
抺	U+62BA	mui3B|22	m	ui	3B|22		
抻	U+62BB	cen2A|35	c	en	2A|35		
押	U+62BC	at4Ab|3		at	4Ab|3		
押	U+62BC	ngat4Ab|3	ng	at	4Ab|3		
押	U+62BC	at		at			
押	U+62BC	ngat	ng	at			
押	U+62BC	ap4Ab|3		ap	4Ab|3		
押	U+62BC	ngap4Ab|3	ng	ap	4Ab|3		
抽	U+62BD	ceu1A|55	c	eu	1A|55		
抾	U+62BE	gip4Ab|3	g	ip	4Ab|3		
抾	U+62BE	koei1A|55	k	oei	1A|55		
抾	U+62BE	heai1A|55	h	eai	1A|55		
抿	U+62BF	men2B|13	m	en	2B|13		
抿	U+62BF	men2A|35	m	en	2A|35		
拀	U+62C0	zuk4Aa|5	z	uk	4Aa|5		
拁	U+62C1	kea2A|35	k	ea	2A|35		
拂	U+62C2	fet4Aa|5	f	et	4Aa|5		
拂	U+62C2	bet4B|2	b	et	4B|2		
拃	U+62C3	za3A|33	z	a	3A|33		
拃	U+62C3	za3B|22	z	a	3B|22		
拄	U+62C4	zyu2A|35	z	yu	2A|35		
担	U+62C5	dam1A|55	d	am	1A|55		
担	U+62C5	dam3A|33	d	am	3A|33		
担	U+62C5	dam2A|35	d	am	2A|35		
拆	U+62C6	cak4Ab|3	c	ak	4Ab|3		
拇	U+62C7	mou2B|13	m	ou	2B|13		
拈	U+62C8	nim1A|55	n	im	1A|55		
拈	U+62C8	lim1A|55	l	im	1A|55		
拈	U+62C8	nim2A|35	n	im	2A|35		
拈	U+62C8	lim2A|35	l	im	2A|35		
拈	U+62C8	nin2A|35	n	in	2A|35		
拈	U+62C8	lin2A|35	l	in	2A|35		
拈	U+62C8	nin2B|13	n	in	2B|13		
拈	U+62C8	lin2B|13	l	in	2B|13		
拈	U+62C8	dim1A|55	d	im	1A|55		
拉	U+62C9	lai1A|55	l	ai	1A|55		
拉	U+62C9	lai3B|22	l	ai	3B|22		
拉	U+62C9	lat4B|2	l	at	4B|2		
拉	U+62C9	lap4B|2	l	ap	4B|2		
拊	U+62CA	fu2A|35	f	u	2A|35		
拋	U+62CB	pau1A|55	p	au	1A|55		
拌	U+62CC	bun3B|22	b	un	3B|22		
拌	U+62CC	pun3A|33	p	un	3A|33		
拍	U+62CD	pak4Ab|3	p	ak	4Ab|3		
拍	U+62CD	pak	p	ak			
拎	U+62CE	ling1A|55	l	ing	1A|55		
拎	U+62CE	ning1A|55	n	ing	1A|55		
拏	U+62CF	na1B|21	n	a	1B|21		
拏	U+62CF	la1B|21	l	a	1B|21		
拐	U+62D0	gwai2A|35	gw	ai	2A|35		
拑	U+62D1	kim1B|21	k	im	1B|21		
拒	U+62D2	koei2B|13	k	oei	2B|13		
拓	U+62D3	tok4Ab|3	t	ok	4Ab|3		
拓	U+62D3	tap4Ab|3	t	ap	4Ab|3		
拔	U+62D4	bet4B|2	b	et	4B|2		
拕	U+62D5	to1A|55	t	o	1A|55		
拖	U+62D6	to1A|55	t	o	1A|55		
拗	U+62D7	au2A|35		au	2A|35		
拗	U+62D7	ngau2A|35	ng	au	2A|35		
拗	U+62D7	au3A|33		au	3A|33		
拗	U+62D7	ngau3A|33	ng	au	3A|33		
拘	U+62D8	koei1A|55	k	oei	1A|55		
拙	U+62D9	zyut4Ab|3	z	yut	4Ab|3		
拙	U+62D9	zyut4B|2	z	yut	4B|2		
拚	U+62DA	pun3A|33	p	un	3A|33		
拚	U+62DA	pun2A|35	p	un	2A|35		
拚	U+62DA	ping1A|55	p	ing	1A|55		
拚	U+62DA	bin3B|22	b	in	3B|22		
招	U+62DB	ziu1A|55	z	iu	1A|55		
拜	U+62DC	bai3A|33	b	ai	3A|33		
拜	U+62DC	bai1A|55	b	ai	1A|55		
拝	U+62DD	bai3A|33	b	ai	3A|33		
拞	U+62DE	dei2A|35	d	ei	2A|35		
拟	U+62DF	ji2B|13	j	i	2B|13		
拟	U+62DF	ji1B|21	j	i	1B|21		
拠	U+62E0	goei3A|33	g	oei	3A|33		
拡	U+62E1	kwok4Ab|3	kw	ok	4Ab|3		
拡	U+62E1	kok4Ab|3	k	ok	4Ab|3		
拢	U+62E2	lung2B|13	l	ung	2B|13		
拢	U+62E2	lung2A|35	l	ung	2A|35		
拣	U+62E3	gan2A|35	g	an	2A|35		
拤	U+62E4	ka1A|55	k	a	1A|55		
拥	U+62E5	jung2A|35	j	ung	2A|35		
拦	U+62E6	lan1B|21	l	an	1B|21		
拧	U+62E7	ning3B|22	n	ing	3B|22		
拧	U+62E7	ling3B|22	l	ing	3B|22		
拧	U+62E7	ning2A|35	n	ing	2A|35		
拧	U+62E7	ling2A|35	l	ing	2A|35		
拧	U+62E7	ning1B|21	n	ing	1B|21		
拧	U+62E7	ling1B|21	l	ing	1B|21		
拨	U+62E8	but4B|2	b	ut	4B|2		
拨	U+62E8	but	b	ut			
择	U+62E9	zak4B|2	z	ak	4B|2		
拪	U+62EA	cin1A|55	c	in	1A|55		
拫	U+62EB	heng1B|21	h	eng	1B|21		
括	U+62EC	kut4Ab|3	k	ut	4Ab|3		
括	U+62EC	kwut4Ab|3	kw	ut	4Ab|3		
括	U+62EC	gwat4Ab|3	gw	at	4Ab|3		
拭	U+62ED	sik4Aa|5	s	ik	4Aa|5		
拮	U+62EE	git4Ab|3	g	it	4Ab|3		
拮	U+62EE	gat4Ab|3	g	at	4Ab|3		
拯	U+62EF	cing2A|35	c	ing	2A|35		
拰	U+62F0	nem2B|13	n	em	2B|13		
拰	U+62F0	lem2B|13	l	em	2B|13		
拱	U+62F1	gung2A|35	g	ung	2A|35		
拲	U+62F2	gung2A|35	g	ung	2A|35		
拳	U+62F3	kyun1B|21	k	yun	1B|21		
拳	U+62F3	kyun2A|35	k	yun	2A|35		
拴	U+62F4	san1A|55	s	an	1A|55		
拴	U+62F4	cyun1B|21	c	yun	1B|21		
拵	U+62F5	cyun1B|21	c	yun	1B|21		
拶	U+62F6	zat4Ab|3	z	at	4Ab|3		
拶	U+62F6	zan2A|35	z	an	2A|35		
拷	U+62F7	hau2A|35	h	au	2A|35		
拷	U+62F7	hau1A|55	h	au	1A|55		
拸	U+62F8	ji1B|21	j	i	1B|21		
拹	U+62F9	hip4Ab|3	h	ip	4Ab|3		
拺	U+62FA	cak4Ab|3	c	ak	4Ab|3		
拻	U+62FB	fui1A|55	f	ui	1A|55		
拼	U+62FC	ping1A|55	p	ing	1A|55		
拼	U+62FC	ping3A|33	p	ing	3A|33		
拼	U+62FC	pun3A|33	p	un	3A|33		
拼	U+62FC	pun2A|35	p	un	2A|35		
拽	U+62FD	jei3B|22	j	ei	3B|22		
拽	U+62FD	jit4B|2	j	it	4B|2		
拾	U+62FE	sep4B|2	s	ep	4B|2		
拾	U+62FE	sip4Ab|3	s	ip	4Ab|3		
拾	U+62FE	gip4B|2	g	ip	4B|2		
拿	U+62FF	na1B|21	n	a	1B|21		
拿	U+62FF	la1B|21	l	a	1B|21		
拿	U+62FF	na2A|35	n	a	2A|35		
拿	U+62FF	la2A|35	l	a	2A|35		
挀	U+6300	bak4Ab|3	b	ak	4Ab|3		
持	U+6301	ci1B|21	c	i	1B|21		
持	U+6301	ci2A|35	c	i	2A|35		
挂	U+6302	gwa3A|33	gw	a	3A|33		
挂	U+6302	kwa3A|33	kw	a	3A|33		
挃	U+6303	zet4B|2	z	et	4B|2		
挄	U+6304	kwok4Ab|3	kw	ok	4Ab|3		
挄	U+6304	kok4Ab|3	k	ok	4Ab|3		
挅	U+6305	do2A|35	d	o	2A|35		
挆	U+6306	do2A|35	d	o	2A|35		
指	U+6307	zi2A|35	z	i	2A|35		
挈	U+6308	kit4Ab|3	k	it	4Ab|3		
按	U+6309	on3A|33		on	3A|33		
按	U+6309	ngon3A|33	ng	on	3A|33		
挊	U+630A	lung3B|22	l	ung	3B|22		
挋	U+630B	zen3A|33	z	en	3A|33		
挌	U+630C	gak4Ab|3	g	ak	4Ab|3		
挍	U+630D	hau3B|22	h	au	3B|22		
挎	U+630E	kwa3A|33	kw	a	3A|33		
挎	U+630E	fu1A|55	f	u	1A|55		
挏	U+630F	dung3B|22	d	ung	3B|22		
挏	U+630F	tung1B|21	t	ung	1B|21		
挐	U+6310	jyu1B|21	j	yu	1B|21		
挐	U+6310	nau1B|21	n	au	1B|21		
挐	U+6310	lau1B|21	l	au	1B|21		
挐	U+6310	na1B|21	n	a	1B|21		
挐	U+6310	la1B|21	l	a	1B|21		
挑	U+6311	tiu1A|55	t	iu	1A|55		
挑	U+6311	tou1A|55	t	ou	1A|55		
挑	U+6311	tiu2B|13	t	iu	2B|13		
挒	U+6312	lit4B|2	l	it	4B|2		
挓	U+6313	za1A|55	z	a	1A|55		
挔	U+6314	loei2B|13	l	oei	2B|13		
挕	U+6315	dip4Ab|3	d	ip	4Ab|3		
挖	U+6316	wat4Ab|3	w	at	4Ab|3		
挖	U+6316	wat	w	at			
挖	U+6316	wa1A|55	w	a	1A|55		
挗	U+6317	kyut4Ab|3	k	yut	4Ab|3		
挘	U+6318	lyut4Ab|3	l	yut	4Ab|3		
挙	U+6319	goei2A|35	g	oei	2A|35		
挚	U+631A	zi3A|33	z	i	3A|33		
挛	U+631B	lyun1B|21	l	yun	1B|21		
挛	U+631B	lyun1A|55	l	yun	1A|55		
挜	U+631C	a3A|33		a	3A|33		
挜	U+631C	nga3B|22	ng	a	3B|22		
挜	U+631C	a3B|22		a	3B|22		
挜	U+631C	nga3A|33	ng	a	3A|33		
挝	U+631D	za1A|55	z	a	1A|55		
挝	U+631D	wo1A|55	w	o	1A|55		
挞	U+631E	tat4Ab|3	t	at	4Ab|3		
挞	U+631E	tat4Aa|5	t	at	4Aa|5		
挟	U+631F	hip4Ab|3	h	ip	4Ab|3		
挟	U+631F	hap4B|2	h	ap	4B|2		
挟	U+631F	gap4Ab|3	g	ap	4Ab|3		
挟	U+631F	hip4B|2	h	ip	4B|2		
挠	U+6320	nau1B|21	n	au	1B|21		
挠	U+6320	lau1B|21	l	au	1B|21		
挠	U+6320	nau2A|35	n	au	2A|35		
挠	U+6320	lau2A|35	l	au	2A|35		
挠	U+6320	nau2B|13	n	au	2B|13		
挠	U+6320	lau2B|13	l	au	2B|13		
挡	U+6321	dong2A|35	d	ong	2A|35		
挡	U+6321	dong3A|33	d	ong	3A|33		
挢	U+6322	giu2A|35	g	iu	2A|35		
挣	U+6323	zeng1A|55	z	eng	1A|55		
挣	U+6323	zang1A|55	z	ang	1A|55		
挣	U+6323	zang3B|22	z	ang	3B|22		
挤	U+6324	zei1A|55	z	ei	1A|55		
挥	U+6325	fei1A|55	f	ei	1A|55		
挦	U+6326	cem1B|21	c	em	1B|21		
挦	U+6326	cim1B|21	c	im	1B|21		
挧	U+6327	jyu2B|13	j	yu	2B|13		
挨	U+6328	ai1A|55		ai	1A|55		
挨	U+6328	ngai1A|55	ng	ai	1A|55		
挨	U+6328	ngai1B|21	ng	ai	1B|21		
挨	U+6328	ai1B|21		ai	1B|21		
挩	U+6329	tyut4Ab|3	t	yut	4Ab|3		
挩	U+6329	soei3A|33	s	oei	3A|33		
挪	U+632A	no1B|21	n	o	1B|21		
挪	U+632A	lo1B|21	l	o	1B|21		
挫	U+632B	co3A|33	c	o	3A|33		
挬	U+632C	but4B|2	b	ut	4B|2		
挭	U+632D	gang3A|33	g	ang	3A|33		
挮	U+632E	tei2A|35	t	ei	2A|35		
振	U+632F	zen3A|33	z	en	3A|33		
挰	U+6330	cang1B|21	c	ang	1B|21		
挱	U+6331	so1A|55	s	o	1A|55		
挱	U+6331	sa1A|55	s	a	1A|55		
挲	U+6332	so1A|55	s	o	1A|55		
挲	U+6332	sa1A|55	s	a	1A|55		
挳	U+6333	heng1A|55	h	eng	1A|55		
挴	U+6334	mui2B|13	m	ui	2B|13		
挵	U+6335	lung3B|22	l	ung	3B|22		
挶	U+6336	guk4B|2	g	uk	4B|2		
挶	U+6336	guk4Aa|5	g	uk	4Aa|5		
挷	U+6337	pong3A|33	p	ong	3A|33		
挸	U+6338	gin2A|35	g	in	2A|35		
挹	U+6339	jep4Aa|5	j	ep	4Aa|5		
挺	U+633A	ting2B|13	t	ing	2B|13		
挺	U+633A	ting2A|35	t	ing	2A|35		
挻	U+633B	san1A|55	s	an	1A|55		
挼	U+633C	no1B|21	n	o	1B|21		
挼	U+633C	lo1B|21	l	o	1B|21		
挽	U+633D	wan2B|13	w	an	2B|13		
挽	U+633D	man2B|13	m	an	2B|13		
挾	U+633E	hip4Ab|3	h	ip	4Ab|3		
挾	U+633E	hap4B|2	h	ap	4B|2		
挾	U+633E	gap4Ab|3	g	ap	4Ab|3		
挾	U+633E	hip4B|2	h	ip	4B|2		
挿	U+633F	cap4Ab|3	c	ap	4Ab|3		
捀	U+6340	fung1B|21	f	ung	1B|21		
捁	U+6341	gau2A|35	g	au	2A|35		
捂	U+6342	wu2A|35	w	u	2A|35		
捂	U+6342	ng3B|22		ng	3B|22		
捂	U+6342	m3B|22		m	3B|22		
捃	U+6343	kwen2A|35	kw	en	2A|35		
捃	U+6343	kwen3A|33	kw	en	3A|33		
捄	U+6344	keu1B|21	k	eu	1B|21		
捄	U+6344	goei1A|55	g	oei	1A|55		
捄	U+6344	geu3A|33	g	eu	3A|33		
捅	U+6345	tung2A|35	t	ung	2A|35		
捆	U+6346	kwen2A|35	kw	en	2A|35		
捇	U+6347	wak4B|2	w	ak	4B|2		
捈	U+6348	tou1B|21	t	ou	1B|21		
捉	U+6349	zuk4Aa|5	z	uk	4Aa|5		
捉	U+6349	zuk4Ab|3	z	uk	4Ab|3		
捊	U+634A	peu1B|21	p	eu	1B|21		
捋	U+634B	lyut4Ab|3	l	yut	4Ab|3		
捌	U+634C	bat4Ab|3	b	at	4Ab|3		
捍	U+634D	hon3B|22	h	on	3B|22		
捍	U+634D	hon2A|35	h	on	2A|35		
捍	U+634D	hon2B|13	h	on	2B|13		
捎	U+634E	sau1A|55	s	au	1A|55		
捏	U+634F	nip4B|2	n	ip	4B|2		
捏	U+634F	lip4B|2	l	ip	4B|2		
捐	U+6350	gyun1A|55	g	yun	1A|55		
捑	U+6351	zik4B|2	z	ik	4B|2		
捒	U+6352	cuk4Aa|5	c	uk	4Aa|5		
捓	U+6353	jea1B|21	j	ea	1B|21		
捔	U+6354	gok4Ab|3	g	ok	4Ab|3		
捕	U+6355	bou3B|22	b	ou	3B|22		
捖	U+6356	gwat4Ab|3	gw	at	4Ab|3		
捖	U+6356	jyun1B|21	j	yun	1B|21		
捗	U+6357	bou3B|22	b	ou	3B|22		
捘	U+6358	zyun3A|33	z	yun	3A|33		
捘	U+6358	zoen3A|33	z	oen	3A|33		
捙	U+6359	jei3B|22	j	ei	3B|22		
捚	U+635A	zai1A|55	z	ai	1A|55		
捛	U+635B	loei2B|13	l	oei	2B|13		
捜	U+635C	seu1A|55	s	eu	1A|55		
捝	U+635D	tyut4Ab|3	t	yut	4Ab|3		
捝	U+635D	soei3A|33	s	oei	3A|33		
捞	U+635E	lau1B|21	l	au	1B|21		
捞	U+635E	lau1A|55	l	au	1A|55		
捞	U+635E	lou1A|55	l	ou	1A|55		
捞	U+635E	lou1B|21	l	ou	1B|21		
损	U+635F	syun2A|35	s	yun	2A|35		
捠	U+6360	beng1A|55	b	eng	1A|55		
捡	U+6361	gim2A|35	g	im	2A|35		
换	U+6362	wun3B|22	w	un	3B|22		
捣	U+6363	dou2A|35	d	ou	2A|35		
捤	U+6364	meai2B|13	m	eai	2B|13		
